"Table S1: Strains included in the study and where they can be accessed
Columns: 
'Strain': species and strain name; 
'Included in comparative genomics analysis': Indicates whether the strain was included in the comparative genomic analysis (See Methods), 
'Biosample Accession (sequenced for this study)': NCBI Accessionnumber of strains sequenced for this study, short reads acquired on the Ilumina MiSeq platform as well as long reads acquired on the PacBio Sequel platform can be accessed here; 
'Genebank Accessionnumber ': NCBI Accessionnumber of the genome assemblies, sequenced for this study; 
'PacBio reads available (sequenced for this study)':Indicated whether this strain was sequenced on a PacBio Sequel platform in the course of this study;
'Genebank Accessionnumber  (previously available)': NCBI accessionnumber of publicly available assemblies included in this study
'SRA Accessionnumber  (previously available)': NCBI accessionnumber of publicly reads assemblies included in this study ",,,,,,,
Strain,Included in comperative genomics analysis,Biosample Accession (sequenced for this study),Genebank Accessionnumber ,PacBio reads available (sequenced for this study),Genebank Accessionnumber (previously available),SRA accessionnumer (previously available),
Klebsiella_variicola_701411-17,TRUE,SAMN12212257,VNTR00000000, ,,,
Klebsiella_variicola_704117-17,TRUE,SAMN12212259,VNTT00000000, ,,,
Klebsiella_variicola_704195-17,TRUE,SAMN12212260,VNTU00000000,Yes,,,
Klebsiella_variicola_705021-17,FALSE,SAMN12212262,VNTW00000000, ,,,
Klebsiella_variicola_717892-17,TRUE,SAMN12212293,VNVD00000000, ,,,
Klebsiella_variicola_718755-16,FALSE,SAMN12212294,VNVE00000000, ,,,
Klebsiella_variicola_800274-17,FALSE,SAMN12212299,VNVJ00000000, ,,,
Klebsiella_variicola_806877-17,TRUE,SAMN12212313,VNWA00000000, ,,,
Klebsiella_variicola_807594-16,TRUE,SAMN12212314,VNWB00000000, ,,,
Klebsiella_variicola_DSM15968(T),FALSE,SAMN12212317,VNWE00000000,Yes,,,
Raoultella_ornithinolytica_717709-17,FALSE,SAMN12212323,VNVC00000000, ,,,
Raoultella_planticola_805497-17,FALSE,SAMN12212324,VNVX00000000, ,,,
Klebsiella_variicola_3-ST357,FALSE, , , ,CXOY01,,
Klebsiella_variicola_06-268-ST2048,FALSE, , , ,CXOZ01,,
Klebsiella_variicola_T29A-ST1688,FALSE, , , ,CXPA01,,
Klebsiella_variicola_4880-STPN75,FALSE, , , ,CXPB01,,
Klebsiella_variicola_6A2-ST357,FALSE, , , ,CXPC01,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_06-219-ST138,FALSE, , , ,FKLR01,,
Klebsiella_pneumoniae-subsp-pneumoniae_NTUH-K2044-ST23,FALSE, , , ,GCF_000009885,,
Klebsiella_pneumoniae-subsp-pneumoniae_MGH78578-ST38,TRUE, , , ,GCF_000016305,,
Klebsiella_variicola_342-ST146,TRUE, , , ,GCF_000019565,,
Klebsiella_variicola_At-22-ST1220,TRUE, , , ,GCF_000025465,,
Klebsiella_variicola_1.1.55-ST848,TRUE, , , ,GCF_000163075,,
Klebsiella_pneumoniae-subsp-rhinoscleromatis_ATCC13884(T)-ST67,TRUE, , , ,GCF_000163455,,
Klebsiella_pneumoniae_MS92-3-ST45,TRUE, , , ,GCF_000195655,,
Klebsiella_aerogenes_KCTC2190(T),FALSE, , , ,GCF_000215745,,
Klebsiella_pneumoniae_JH1-ST134,TRUE, , , ,GCF_000219945,,
Klebsiella_pneumoniae_1162281-ST133,TRUE, , , ,GCF_000219965,,
Klebsiella_pneumoniae_KCTC2242-ST375,TRUE, , , ,GCF_000220485,,
Klebsiella_pneumoniae-subsp-pneumoniae_1191100241,FALSE, , , ,GCF_000223435,,
Klebsiella_pneumoniae_4.1.44FAA-ST1221,TRUE, , , ,GCF_000238715,,
Klebsiella_pneumoniae-subsp-pneumoniae_HS11286,TRUE, , , ,GCF_000240185,,
Klebsiella_michiganensis_KCTC1686-ST28,FALSE, , , ,GCF_000240325,,
Klebsiella_michiganensis_10-5242-ST29,FALSE, , , ,GCF_000247835,,
Klebsiella_oxytoca_10-5243-ST30,FALSE, , , ,GCF_000247855,,
Klebsiella_oxytoca_10-5245-ST31,TRUE, , , ,GCF_000247875,,
Raoultella_ornithinolytica_10-524,FALSE, , , ,GCF_000247895,,
Klebsiella_grimontii_10-5250-ST47,TRUE, , , ,GCF_000247915,,
Klebsiella_oxytoca_11492-1-ST36,FALSE, , , ,GCF_000252915,,
Klebsiella_pneumoniae-subsp-pneumoniae_LCT-KP214-ST48,TRUE, , , ,GCF_000255975,,
Klebsiella_pneumoniae-subsp-pneumoniae_LZ-ST1222,TRUE, , , ,GCF_000263095,,
Klebsiella_oxytoca_10-5248-ST53,TRUE, , , ,GCF_000269585,,
Klebsiella_michiganensis_E718-ST27,FALSE, , , ,GCF_000276705,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH2-ST258,FALSE, , , ,GCF_000281255,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH5-ST258,FALSE, , , ,GCF_000281275,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH6,FALSE, , , ,GCF_000281295,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH9-ST258,FALSE, , , ,GCF_000281315,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH12-ST258,FALSE, , , ,GCF_000281335,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH17-ST258,FALSE, , , ,GCF_000281355,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH20-ST258,FALSE, , , ,GCF_000281375,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH4,FALSE, , , ,GCF_000281395,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH7-ST258,FALSE, , , ,GCF_000281415,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH10-ST258,FALSE, , , ,GCF_000281435,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH14,FALSE, , , ,GCF_000281455,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH18-ST258,FALSE, , , ,GCF_000281475,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH21-ST258,FALSE, , , ,GCF_000281495,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH22-ST258,FALSE, , , ,GCF_000281515,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH1-ST258,FALSE, , , ,GCF_000281535,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH8-ST258,FALSE, , , ,GCF_000281555,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH11-ST258,FALSE, , , ,GCF_000281575,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH16-ST258,FALSE, , , ,GCF_000281595,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH19,FALSE, , , ,GCF_000281615,,
Klebsiella_pneumoniae-subsp-pneumoniae_KPNIH23-ST258,FALSE, , , ,GCF_000281635,,
Klebsiella_pneumoniae-subsp-pneumoniae_DSM30104(T)-STPN34,TRUE, , , ,GCF_000281755,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST258-490-ST258,FALSE, , , ,GCF_000283455,,
Klebsiella_pneumoniae-subsp-pneumoniae_1084-ST23,FALSE, , , ,GCF_000294365,,
Klebsiella_pneumoniae-subsp-pneumoniae_WGLW1-ST48,FALSE, , , ,GCF_000300655,,
Klebsiella_pneumoniae-subsp-pneumoniae_WGLW2-ST14,FALSE, , , ,GCF_000300675,,
Klebsiella_pneumoniae-subsp-pneumoniae_KpQ3-ST37,FALSE, , , ,GCF_000300835,,
Klebsiella_pneumoniae-subsp-pneumoniae_WGLW3-ST48,TRUE, , , ,GCF_000300935,,
Klebsiella_pneumoniae-subsp-pneumoniae_WGLW5-ST134,FALSE, , , ,GCF_000300955,,
Klebsiella_pneumoniae-subsp-pneumoniae_ST258-K28BO-ST258,FALSE, , , ,GCF_000313365,,
Klebsiella_pneumoniae-subsp-pneumoniae_Ecl8-ST375,FALSE, , , ,GCF_000315385,,
Klebsiella_pneumoniae_VA360-ST258,FALSE, , , ,GCF_000316245,,
Klebsiella_pneumoniae_JHCK-ST14,FALSE, , , ,GCF_000316265,,
Klebsiella_pneumoniae_hvKP1-ST86,FALSE, , , ,GCF_000338255,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_700603-ST489,TRUE, , , ,GCF_000349245,,
Klebsiella_pneumoniae_ATCCBAA-1705-ST258,FALSE, , , ,GCF_000349265,,
Klebsiella_pneumoniae_ATCCBAA-2146-ST11,FALSE, , , ,GCF_000349285,,
Klebsiella_pneumoniae_ATCCBAA-2146,FALSE, , , ,GCF_000364385.3,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_12-3578-ST421,FALSE, , , ,GCF_000367165,,
Raoultella_ornithinolytica_B6,FALSE, , , ,GCF_000367425,,
Klebsiella_variicola_KTE92-ST1273,TRUE, , , ,GCF_000398905,,
Klebsiella_pneumoniae_UHKPC23-ST258,FALSE, , , ,GCF_000401195,,
Klebsiella_pneumoniae_KP-7-ST1272,FALSE, , , ,GCF_000406385,,
Klebsiella_pneumoniae_UHKPC40-ST258,FALSE, , , ,GCF_000406405,,
Klebsiella_pneumoniae_UHKPC09-ST258,FALSE, , , ,GCF_000406425,,
Klebsiella_pneumoniae_UHKPC01-ST258,FALSE, , , ,GCF_000406445,,
Klebsiella_pneumoniae_UHKPC27-ST258,FALSE, , , ,GCF_000406465,,
Klebsiella_pneumoniae_361.1301-ST258,FALSE, , , ,GCF_000406485,,
Klebsiella_pneumoniae_KP-11-ST1272,FALSE, , , ,GCF_000406505,,
Klebsiella_pneumoniae_UHKPC81-ST234,FALSE, , , ,GCF_000406525,,
Klebsiella_pneumoniae_VAKPC297-ST258,FALSE, , , ,GCF_000406545,,
Klebsiella_pneumoniae_VAKPC280-ST258,FALSE, , , ,GCF_000406565,,
Klebsiella_pneumoniae_VAKPC270-ST258,FALSE, , , ,GCF_000406585,,
Klebsiella_pneumoniae_UHKPC24-ST258,FALSE, , , ,GCF_000406605,,
Klebsiella_pneumoniae_VAKPC276-ST258,FALSE, , , ,GCF_000406625,,
Klebsiella_pneumoniae_VAKPC309-ST258,FALSE, , , ,GCF_000406645,,
Klebsiella_pneumoniae_UHKPC26-ST258,FALSE, , , ,GCF_000406665,,
Klebsiella_pneumoniae_UHKPC22-ST258,FALSE, , , ,GCF_000406685,,
Klebsiella_pneumoniae_VAKPC252-ST258,FALSE, , , ,GCF_000406725,,
Klebsiella_pneumoniae_440.1540-ST258,FALSE, , , ,GCF_000406745,,
Klebsiella_pneumoniae_500.1420-ST258,FALSE, , , ,GCF_000406765,,
Klebsiella_pneumoniae_VAKPC254-ST258,FALSE, , , ,GCF_000406825,,
Klebsiella_pneumoniae_VAKPC269-ST258,FALSE, , , ,GCF_000406845,,
Klebsiella_pneumoniae_540.1460-ST258,FALSE, , , ,GCF_000406865,,
Klebsiella_pneumoniae_646.1568-ST258,FALSE, , , ,GCF_000406885,,
Klebsiella_pneumoniae_UHKPC05-ST258,FALSE, , , ,GCF_000408965,,
Klebsiella_pneumoniae_UHKPC52-ST258,FALSE, , , ,GCF_000408985,,
Klebsiella_pneumoniae_UHKPC45-ST258,FALSE, , , ,GCF_000409005,,
Klebsiella_pneumoniae_VAKPC278-ST258,FALSE, , , ,GCF_000409025,,
Klebsiella_pneumoniae_UHKPC29-ST258,FALSE, , , ,GCF_000409045,,
Klebsiella_pneumoniae_DMC0526-ST258,FALSE, , , ,GCF_000409065,,
Klebsiella_pneumoniae_UHKPC48-ST258,FALSE, , , ,GCF_000409085,,
Klebsiella_pneumoniae_UHKPC32-ST258,FALSE, , , ,GCF_000409105,,
Klebsiella_pneumoniae_UHKPC57-ST15,FALSE, , , ,GCF_000409125,,
Klebsiella_pneumoniae_ATCC25955-ST1271,FALSE, , , ,GCF_000409715,,
Klebsiella_pneumoniae_UHKPC59-ST258,FALSE, , , ,GCF_000417045,,
Klebsiella_pneumoniae_UHKPC61-ST258,FALSE, , , ,GCF_000417065,,
Klebsiella_pneumoniae_UHKPC33-ST258,FALSE, , , ,GCF_000417085,,
Klebsiella_pneumoniae_UHKPC28-ST258,FALSE, , , ,GCF_000417105,,
Klebsiella_pneumoniae_UHKPC47-ST258,FALSE, , , ,GCF_000417125,,
Klebsiella_pneumoniae_UHKPC02-ST258,FALSE, , , ,GCF_000417145,,
Klebsiella_pneumoniae_UHKPC31-ST258,FALSE, , , ,GCF_000417165,,
Klebsiella_pneumoniae_UHKPC06-ST258,FALSE, , , ,GCF_000417185,,
Klebsiella_pneumoniae_DMC1316-ST258,FALSE, , , ,GCF_000417205,,
Klebsiella_pneumoniae_DMC1097-ST258,FALSE, , , ,GCF_000417225,,
Klebsiella_pneumoniae_UHKPC18-ST258,FALSE, , , ,GCF_000417245,,
Klebsiella_pneumoniae_UHKPC07-ST258,FALSE, , , ,GCF_000417265,,
Klebsiella_pneumoniae_UHKPC69-ST258,FALSE, , , ,GCF_000417305,,
Klebsiella_pneumoniae_UHKPC77-ST258,FALSE, , , ,GCF_000417325,,
Klebsiella_pneumoniae_UHKPC96-ST258,FALSE, , , ,GCF_000417345,,
Klebsiella_pneumoniae_160.1080-ST258,FALSE, , , ,GCF_000417365,,
Klebsiella_pneumoniae_120.1020-ST258,FALSE, , , ,GCF_000417385,,
Klebsiella_pneumoniae_140.1040-ST258,FALSE, , , ,GCF_000417405,,
Klebsiella_pneumoniae_280.1220-ST258,FALSE, , , ,GCF_000417425,,
Klebsiella_pneumoniae_UHKPC67-ST258,FALSE, , , ,GCF_000417445,,
Klebsiella_pneumoniae_DMC0799-ST45,FALSE, , , ,GCF_000417485,,
Klebsiella_pneumoniae_UHKPC17-ST258,FALSE, , , ,GCF_000417545,,
Klebsiella_grimontii_SA2-STON18,TRUE, , , ,GCF_000427015,,
Klebsiella_pneumoniae-subsp-pneumoniae_MP14-ST258,FALSE, , , ,GCF_000439165,,
Klebsiella_pneumoniae-subsp-pneumoniae_UKKV901664-ST258,FALSE, , , ,GCF_000439185,,
Klebsiella_pneumoniae_LCT-KP182-ST48,FALSE, , , ,GCF_000441835,,
Klebsiella_pneumoniae_LCT-KP289-ST48,FALSE, , , ,GCF_000441855,,
Klebsiella_pneumoniae_JM45,FALSE, , , ,GCF_000445405,,
Klebsiella_pneumoniae_KP-1-ST29,FALSE, , , ,GCF_000465975,,
Klebsiella_pneumoniae_CG43-ST86,FALSE, , , ,GCF_000474015,,
Klebsiella_pneumoniae_303K-ST15,FALSE, , , ,GCF_000474635,,
Klebsiella_pneumoniae_BIDMC18C-ST258,FALSE, , , ,GCF_000474865,,
Klebsiella_pneumoniae_BIDMC12C-ST258,FALSE, , , ,GCF_000474885,,
Klebsiella_pneumoniae_BIDMC16-ST258,FALSE, , , ,GCF_000474905,,
Klebsiella_pneumoniae_909957-ST405,FALSE, , , ,GCF_000485755,,
Klebsiella_pneumoniae_BIDMC41-ST37,FALSE, , , ,GCF_000492195,,
Klebsiella_pneumoniae_BIDMC40-ST34,FALSE, , , ,GCF_000492215,,
Klebsiella_pneumoniae_BIDMC36-ST661,FALSE, , , ,GCF_000492295,,
Klebsiella_pneumoniae_BIDMC25-ST186,FALSE, , , ,GCF_000492315,,
Klebsiella_pneumoniae_BIDMC24-ST1430,FALSE, , , ,GCF_000492335,,
Klebsiella_pneumoniae_BIDMC23-ST111,FALSE, , , ,GCF_000492355,,
Klebsiella_pneumoniae_BIDMC22-ST1189,FALSE, , , ,GCF_000492375,,
Klebsiella_pneumoniae_BIDMC21-ST37,FALSE, , , ,GCF_000492395,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_UCICRE14-ST1437,TRUE, , , ,GCF_000492415,,
Klebsiella_variicola_UCICRE10-ST596,TRUE, , , ,GCF_000492475,,
Klebsiella_pneumoniae_UCICRE8-ST1198,FALSE, , , ,GCF_000492515,,
Klebsiella_pneumoniae_UCICRE7-ST17,FALSE, , , ,GCF_000492535,,
Klebsiella_pneumoniae_UCICRE6-ST86,FALSE, , , ,GCF_000492555,,
Klebsiella_pneumoniae_UCICRE4-ST14,FALSE, , , ,GCF_000492595,,
Klebsiella_pneumoniae_UCICRE2-ST37,FALSE, , , ,GCF_000492635,,
Klebsiella_pneumoniae_BWH30-ST1431,FALSE, , , ,GCF_000492695,,
Klebsiella_pneumoniae_BWH28-ST133,FALSE, , , ,GCF_000492735,,
Klebsiella_pneumoniae_MGH48-ST1436,FALSE, , , ,GCF_000492755,,
Klebsiella_pneumoniae_MGH46-ST14,FALSE, , , ,GCF_000492775,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_MGH44-ST1435,TRUE, , , ,GCF_000492795,,
Klebsiella_oxytoca_MGH42-ST2,TRUE, , , ,GCF_000492815,,
Klebsiella_variicola_MGH40-ST1434,TRUE, , , ,GCF_000492835,,
Klebsiella_pneumoniae_MGH36-ST466,FALSE, , , ,GCF_000492875,,
Klebsiella_pneumoniae_MGH32-ST111,FALSE, , , ,GCF_000492915,,
Klebsiella_pneumoniae_MGH30-ST37,FALSE, , , ,GCF_000492935,,
Klebsiella_oxytoca_MGH28-ST18,TRUE, , , ,GCF_000492955,,
Klebsiella_pneumoniae_MGH21-ST111,FALSE, , , ,GCF_000493075,,
Klebsiella_variicola_MGH20-ST1433,TRUE, , , ,GCF_000493095,,
Klebsiella_pneumoniae_MGH19-ST1432,FALSE, , , ,GCF_000493115,,
Klebsiella_pneumoniae_MGH18-ST20,FALSE, , , ,GCF_000493135,,
Klebsiella_pneumoniae_MGH17-ST134,FALSE, , , ,GCF_000493155,,
Klebsiella_pneumoniae-subsp-pneumoniae_KKBO-1-ST258,FALSE, , , ,GCF_000495875,,
Klebsiella_pneumoniae-subsp-pneumoniae_KKBO-4-ST258,FALSE, , , ,GCF_000495895,,
Klebsiella_pneumoniae_LAU-KP1-ST336,FALSE, , , ,GCF_000498775,,
Klebsiella_pneumoniae-subsp-pneumoniae_KpQ15-ST37,FALSE, , , ,GCF_000499865,,
Klebsiella_pneumoniae-subsp-pneumoniae_KpQ24-ST37,FALSE, , , ,GCF_000499885,,
Klebsiella_oxytoca_BRL6-2-STON5,TRUE, , , ,GCF_000507385,,
Klebsiella_pneumoniae-subsp-pneumoniae_Kp13-ST442,FALSE, , , ,GCF_000512165,,
Klebsiella_pneumoniae_BIDMC31-ST502,FALSE, , , ,GCF_000521985,,
Klebsiella_quasivariicola_10982-ST1155,TRUE, , , ,GCF_000523395,,
Klebsiella_michiganensis_AS10-ST85,FALSE, , , ,GCF_000524315,,
Klebsiella_oxytoca_KA-2-ST30,TRUE, , , ,GCF_000527215,,
Klebsiella_oxytoca_OK-1-ST2,FALSE, , , ,GCF_000527235,,
Klebsiella_pneumoniae-subsp-pneumoniae_SA1-ST86,FALSE, , , ,GCF_000529645,,
Klebsiella_pneumoniae-subsp-pneumoniae_BJ1-GA-ST380,FALSE, , , ,GCF_000529705,,
Klebsiella_pneumoniae-subsp-pneumoniae_T69-ST375,FALSE, , , ,GCF_000529775,,
Klebsiella_pneumoniae_NB60-ST2357,FALSE, , , ,GCF_000565135,,
Klebsiella_pneumoniae_UCI44-ST258,FALSE, , , ,GCF_000566725,,
Klebsiella_pneumoniae_UCI43-ST258,FALSE, , , ,GCF_000566745,,
Klebsiella_pneumoniae_UCI42-ST86,FALSE, , , ,GCF_000566765,,
Klebsiella_pneumoniae_UCI41-ST258,FALSE, , , ,GCF_000566785,,
Klebsiella_pneumoniae_UCI38-ST258,FALSE, , , ,GCF_000566805,,
Klebsiella_pneumoniae_UCI37-ST258,FALSE, , , ,GCF_000566825,,
Klebsiella_pneumoniae_UCI34-ST1444,FALSE, , , ,GCF_000566845,,
Klebsiella_pneumoniae_UCI33-ST258,FALSE, , , ,GCF_000566865,,
Klebsiella_pneumoniae_UCI26-STPN31,FALSE, , , ,GCF_000566885,,
Klebsiella_pneumoniae_UCI25-ST873,FALSE, , , ,GCF_000566905,,
Klebsiella_pneumoniae_UCI22-ST258,FALSE, , , ,GCF_000566925,,
Klebsiella_pneumoniae_UCI21-ST258,FALSE, , , ,GCF_000566945,,
Klebsiella_pneumoniae_UCI20-STPN10,FALSE, , , ,GCF_000566965,,
Klebsiella_pneumoniae_UCI19-ST258,FALSE, , , ,GCF_000566985,,
Klebsiella_variicola_UCI18-ST641,TRUE, , , ,GCF_000567005,,
Klebsiella_pneumoniae_BIDMC45-ST258,FALSE, , , ,GCF_000567025,,
Klebsiella_pneumoniae_BIDMC53-ST37,FALSE, , , ,GCF_000567045,,
Klebsiella_pneumoniae_BIDMC52-STPN18,FALSE, , , ,GCF_000567065,,
Klebsiella_pneumoniae_BIDMC51-ST36,FALSE, , , ,GCF_000567085,,
Klebsiella_pneumoniae_BIDMC48-ST37,FALSE, , , ,GCF_000567105,,
Klebsiella_pneumoniae_BIDMC47-ST540,FALSE, , , ,GCF_000567125,,
Klebsiella_pneumoniae_BIDMC46b-STPN19,FALSE, , , ,GCF_000567145,,
Klebsiella_pneumoniae_BIDMC46a-ST37,FALSE, , , ,GCF_000567165,,
Klebsiella_pneumoniae_BIDMC42b-ST258,FALSE, , , ,GCF_000567185,,
Klebsiella_pneumoniae_BIDMC42a-ST258,FALSE, , , ,GCF_000567205,,
Klebsiella_pneumoniae_BIDMC35-ST17,FALSE, , , ,GCF_000567225,,
Klebsiella_pneumoniae_BIDMC34-ST258,FALSE, , , ,GCF_000567245,,
Klebsiella_pneumoniae_BIDMC32-ST258,FALSE, , , ,GCF_000567265,,
Klebsiella_pneumoniae_BIDMC18D-ST37,FALSE, , , ,GCF_000567285,,
Klebsiella_pneumoniae_BIDMC18A-ST258,FALSE, , , ,GCF_000567305,,
Klebsiella_pneumoniae_BIDMC14-ST258,FALSE, , , ,GCF_000567325,,
Klebsiella_pneumoniae_BIDMC13-ST258,FALSE, , , ,GCF_000567345,,
Klebsiella_pneumoniae_BIDMC12B-ST258,FALSE, , , ,GCF_000567365,,
Klebsiella_pneumoniae_BIDMC12A-ST258,FALSE, , , ,GCF_000567385,,
Klebsiella_pneumoniae_BIDMC11-ST14,FALSE, , , ,GCF_000567405,,
Klebsiella_pneumoniae_BIDMC7B-ST258,FALSE, , , ,GCF_000567425,,
Klebsiella_pneumoniae_BIDMC5-ST258,FALSE, , , ,GCF_000567445,,
Klebsiella_pneumoniae_BIDMC4-ST258,FALSE, , , ,GCF_000567465,,
Klebsiella_pneumoniae_BIDMC2A-ST258,FALSE, , , ,GCF_000567485,,
Klebsiella_pneumoniae_BIDMC1-ST258,FALSE, , , ,GCF_000567505,,
Klebsiella_pneumoniae_UCICRE1-ST258,FALSE, , , ,GCF_000567525,,
Klebsiella_pneumoniae_BWH41-ST258,FALSE, , , ,GCF_000567545,,
Klebsiella_pneumoniae_BWH36-ST258,FALSE, , , ,GCF_000567565,,
Klebsiella_pneumoniae_BWH22-ST258,FALSE, , , ,GCF_000567585,,
Klebsiella_pneumoniae_BWH15-ST113,FALSE, , , ,GCF_000567605,,
Klebsiella_pneumoniae_BWH2-ST101,FALSE, , , ,GCF_000567625,,
Klebsiella_pneumoniae_MGH47-ST37,FALSE, , , ,GCF_000567645,,
Klebsiella_pneumoniae_MGH45-ST1084,FALSE, , , ,GCF_000567665,,
Klebsiella_pneumoniae_MGH43-ST307,FALSE, , , ,GCF_000567685,,
Klebsiella_michiganensis_MGH41-ST143,FALSE, , , ,GCF_000567705,,
Klebsiella_pneumoniae_MGH39-ST1583,FALSE, , , ,GCF_000567725,,
Klebsiella_pneumoniae_MGH35-ST392,FALSE, , , ,GCF_000567745,,
Klebsiella_pneumoniae_MGH31-ST258,FALSE, , , ,GCF_000567765,,
Klebsiella_pneumoniae_MGH29-ST258,FALSE, , , ,GCF_000567785,,
Klebsiella_michiganensis_MGH27-ST29,FALSE, , , ,GCF_000567805,,
Klebsiella_pneumoniae_BIDMC7A-ST258,FALSE, , , ,GCF_000567825,,
Klebsiella_pneumoniae_UCICRE13-ST258,FALSE, , , ,GCF_000567845,,
Klebsiella_pneumoniae_KP3-S-ST512,FALSE, , , ,GCF_000585875,,
Klebsiella_pneumoniae_KP4-R-ST512,FALSE, , , ,GCF_000585895,,
Klebsiella_pneumoniae_KP2-R-ST512,FALSE, , , ,GCF_000585915,,
Klebsiella_pneumoniae_KP5-R-ST512,FALSE, , , ,GCF_000585935,,
Klebsiella_pneumoniae_KP1-I-ST512,FALSE, , , ,GCF_000585955,,
Klebsiella_pneumoniae_30684-NJST258.2-ST258,FALSE, , , ,GCF_000597905,,
Klebsiella_pneumoniae_30660-NJST258.1-ST258,FALSE, , , ,GCF_000598005,,
Klebsiella_pneumoniae_Kb677-ST258,FALSE, , , ,GCF_000599905,,
Klebsiella_pneumoniae_Kb140-ST258,FALSE, , , ,GCF_000599925,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_18A069-ST1118,TRUE, , , ,GCF_000612905,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_07A044(T)-ST1215,TRUE, , , ,GCF_000613225,,
Klebsiella_michiganensis_HKOPL1-STON9,FALSE, , , ,GCF_000632415,,
Klebsiella_michiganensis_H1g-ST52,FALSE, , , ,GCF_000633235,,
Klebsiella_pneumoniae_CHS60-ST258,FALSE, , , ,GCF_000633735,,
Klebsiella_pneumoniae_CHS47-ST258,FALSE, , , ,GCF_000633755,,
Klebsiella_pneumoniae_CHS42-ST258,FALSE, , , ,GCF_000633775,,
Raoultella_planticola_TNT,FALSE, , , ,GCF_000648315,,
Klebsiella_pneumoniae_MGH63-ST15,FALSE, , , ,GCF_000688155,,
Klebsiella_pneumoniae_UCI64-ST17,FALSE, , , ,GCF_000688175,,
Klebsiella_pneumoniae_UCI60-STPN29,FALSE, , , ,GCF_000688195,,
Klebsiella_pneumoniae_MGH75-ST15,FALSE, , , ,GCF_000688215,,
Klebsiella_pneumoniae_CHS21-ST45,FALSE, , , ,GCF_000688535,,
Klebsiella_pneumoniae_CHS16-ST258,FALSE, , , ,GCF_000688555,,
Klebsiella_pneumoniae_CHS08-ST258,FALSE, , , ,GCF_000688635,,
Klebsiella_pneumoniae_SB2390-ST14,FALSE, , , ,GCF_000689275,,
Klebsiella_pneumoniae_BIDMC18B-ST258,FALSE, , , ,GCF_000692915,,
Klebsiella_pneumoniae_BIDMC54-ST258,FALSE, , , ,GCF_000692935,,
Klebsiella_pneumoniae_BIDMC55-ST105,FALSE, , , ,GCF_000692955,,
Klebsiella_pneumoniae_BIDMC60-ST258,FALSE, , , ,GCF_000692975,,
Klebsiella_variicola_BIDMC61-STPN67,TRUE, , , ,GCF_000692995,,
Klebsiella_pneumoniae_BIDMC68-ST258,FALSE, , , ,GCF_000693015,,
Klebsiella_pneumoniae_BIDMC69-ST17,FALSE, , , ,GCF_000693035,,
Klebsiella_pneumoniae_BWH45-ST258,FALSE, , , ,GCF_000693055,,
Klebsiella_pneumoniae_BWH46-ST592,FALSE, , , ,GCF_000693075,,
Klebsiella_pneumoniae_BWH47-ST258,FALSE, , , ,GCF_000693095,,
Klebsiella_pneumoniae_BWH48-ST17,FALSE, , , ,GCF_000693115,,
Klebsiella_pneumoniae_CHS02-ST1199,FALSE, , , ,GCF_000693135,,
Klebsiella_pneumoniae_CHS03-ST258,FALSE, , , ,GCF_000693155,,
Klebsiella_pneumoniae_CHS05-ST258,FALSE, , , ,GCF_000693175,,
Klebsiella_pneumoniae_CHS06-ST258,FALSE, , , ,GCF_000693195,,
Klebsiella_pneumoniae_CHS07-ST258,FALSE, , , ,GCF_000693215,,
Klebsiella_pneumoniae_CHS09-ST258,FALSE, , , ,GCF_000693235,,
Klebsiella_pneumoniae_CHS11-ST258,FALSE, , , ,GCF_000693255,,
Klebsiella_pneumoniae_CHS12-ST258,FALSE, , , ,GCF_000693275,,
Klebsiella_pneumoniae_CHS13-ST258,FALSE, , , ,GCF_000693295,,
Klebsiella_pneumoniae_CHS14-ST258,FALSE, , , ,GCF_000693315,,
